Violation,Issue Date,Time,Location,Fine Amount,
21,10/11/2018,1318,NORTH COLLEGE,10.00,
21,10/11/2018,1319,NORTH COLLEGE,10.00,
21,10/11/2018,1328,PARKING GARAGE,10.00,
21,10/11/2018,1331,PARKING GARAGE,10.00,
21,10/11/2018,1336,PARKING GARAGE,10.00,
21,10/11/2018,1340,PARKING GARAGE,10.00,
21,10/11/2018,1342,PARKING GARAGE,10.00,
21,10/11/2018,1345,PARKING GARAGE,10.00,
21,10/11/2018,1351,PARKING GARAGE,10.00,
21,10/11/2018,1356,PARKING GARAGE,10.00,
21,10/11/2018,1400,PARKING GARAGE,10.00,
21,10/11/2018,1402,PARKING GARAGE,10.00,
21,10/11/2018,1404,PARKING GARAGE,10.00,
21,10/11/2018,1408,PARKING GARAGE,10.00,
21,10/11/2018,1410,PARKING GARAGE,10.00,
21,10/11/2018,1413,PARKING GARAGE,10.00,
21,10/11/2018,1415,PARKING GARAGE,10.00,
21,10/11/2018,1423,NORTH COURT,10.00,
21,10/11/2018,1428,NORTH COURT,10.00,
21,10/11/2018,1430,NORTH COURT,10.00,
21,10/11/2018,1433,WEST STATE ST,10.00,
21,10/11/2018,1435,WEST STATE ST,10.00,
21,10/11/2018,1437,NORTH COURT,10.00,
21,10/11/2018,1439,NORTH COURT,10.00,
21,10/11/2018,1442,NORTH COURT,10.00,
21,10/11/2018,1444,NORTH COURT,10.00,
01N,10/12/2018,0542,N COURT,30.00,
01N,10/12/2018,0544,N COURT,30.00,
01N,10/12/2018,0546,N COURT,30.00,
01N,10/12/2018,0553,N COURT,30.00,
21,10/12/2018,0901,SOUTH COURT,10.00,
21,10/12/2018,0902,SOUTH COURT,10.00,
21,10/12/2018,0904,SOUTH COURT,10.00,
07,10/12/2018,0906,SOUTH COURT,30.00,
21,10/12/2018,0908,SOUTH COURT,10.00,
19,10/12/2018,0912,SOUTH COURT,30.00,
21,10/12/2018,0915,EAST UNION,10.00,
21,10/12/2018,0918,EAST UNION,10.00,
21,10/12/2018,0919,EAST UNION,10.00,
21,10/12/2018,0921,EAST UNION,10.00,
21,10/12/2018,0923,EAST UNION,10.00,
21,10/12/2018,0925,UNIVERSITY TERRACE,10.00,
07,10/12/2018,0928,UNIVERSITY TERRACE,30.00,
21,10/12/2018,0929,UNIVERSITY TERRACE,10.00,
21,10/12/2018,0932,UNIVERSITY TERRACE,10.00,
21,10/12/2018,0937,SOUTH COURT,10.00,
21,10/12/2018,0943,SOUTH CONGRESS,10.00,
21,10/12/2018,0945,SOUTH CONGRESS,10.00,
21,10/12/2018,0947,SOUTH CONGRESS,10.00,
21,10/12/2018,0950,SOUTH COURT,10.00,
21,10/12/2018,0952,SOUTH COURT,10.00,
21,10/12/2018,0954,W UNION ST,10.00,
21,10/12/2018,0956,W UNION ST,10.00,
21,10/12/2018,0958,W UNION ST,10.00,
21,10/12/2018,1000,W UNION ST,10.00,
21,10/12/2018,1002,W UNION ST,10.00,
21,10/12/2018,1111,SOUTH COURT,10.00,
21,10/12/2018,1113,SOUTH COURT,10.00,
21,10/12/2018,1124,UNIVERSITY TERRACE,10.00,
21,10/12/2018,1126,UNIVERSITY TERRACE,10.00,
21,10/12/2018,1132,MULBERRY,10.00,
21,10/12/2018,1137,SOUTH COURT,10.00,
21,10/12/2018,1138,SOUTH COURT,10.00,
21,10/12/2018,1141,SOUTH COURT,10.00,
21,10/12/2018,1144,SOUTH COURT,10.00,
21,10/12/2018,1145,SOUTH COURT,10.00,
21,10/12/2018,1147,SOUTH COURT,10.00,
01Q,10/13/2018,1115,W STATE,30.00,
07,10/13/2018,0026,S CONGRESS,30.00,
01N,10/13/2018,0427,W UNION,30.00,
01N,10/13/2018,0430,W UNION,30.00,
01N,10/13/2018,0432,W UNION,30.00,
01N,10/13/2018,0433,W UNION,30.00,
01N,10/13/2018,0436,S COURT,30.00,
01N,10/13/2018,0437,S COURT,30.00,
01N,10/13/2018,0439,S COURT,30.00,
01N,10/13/2018,0444,S CONGRESS,30.00,
01N,10/13/2018,0445,S CONGRESS,30.00,
01N,10/13/2018,0447,S CONGRESS,30.00,
01N,10/13/2018,0449,S COURT,30.00,
01N,10/13/2018,0450,S COURT,30.00,
01N,10/13/2018,0430,COURT,30.00,
01N,10/13/2018,0430,COURT,30.00,
01N,10/13/2018,0430,COURT,30.00,
01N,10/13/2018,0431,COURT,30.00,
01N,10/13/2018,0432,COURT,30.00,
01N,10/13/2018,0432,COURT,30.00,
01N,10/13/2018,0435,W STATE,30.00,
01Q,10/13/2018,1111,CLARK ST,30.00,
01N,10/14/2018,0153,18 FORT,30.00,
01N,10/14/2018,0154,18 FORT,30.00,
01N,10/14/2018,0045,S HIGH,30.00,
01N,10/14/2018,0251,S HIGH,30.00,
01N,10/14/2018,0527,W UNION,30.00,
01N,10/14/2018,0528,W UNION,30.00,
01N,10/14/2018,0530,S COURT,30.00,
01N,10/14/2018,0531,S COURT,30.00,
01N,10/14/2018,0533,S COURT,30.00,
01N,10/14/2018,0534,S COURT,30.00,
01N,10/14/2018,0535,S COURT,30.00,
01N,10/14/2018,0537,S CONGRESS,30.00,
01N,10/14/2018,0539,S CONGRESS,30.00,
01N,10/14/2018,0553,N COURT,30.00,
01N,10/14/2018,0854,N COURT,30.00,
01N,10/14/2018,0555,N COURT,30.00,
01N,10/14/2018,0542,S COURT,30.00,
01N,10/14/2018,0545,N COURT,30.00,
01N,10/14/2018,0546,N COURT,30.00,
01N,10/14/2018,0547,N COURT,30.00,
01N,10/14/2018,0536,COURT,30.00,
01N,10/14/2018,0048,FOSTER PL,30.00,
01N,10/14/2018,0528,COURT,30.00,
01N,10/14/2018,0529,COURT,30.00,
01N,10/14/2018,0529,COURT,30.00,
01N,10/14/2018,0530,COURT,30.00,
07,10/15/2018,1007,PARKING GARAGE,30.00,
21,10/15/2018,1016,PARKING GARAGE,10.00,
21,10/15/2018,1019,PARKING GARAGE,10.00,
21,10/15/2018,1021,PARKING GARAGE,10.00,
21,10/15/2018,1028,PARKING GARAGE,10.00,
21,10/15/2018,1030,PARKING GARAGE,10.00,
21,10/15/2018,1034,PARKING GARAGE,10.00,
21,10/15/2018,1038,PARKING GARAGE,10.00,
21,10/15/2018,1041,PARKING GARAGE,10.00,
21,10/15/2018,1043,PARKING GARAGE,10.00,
21,10/15/2018,1045,PARKING GARAGE,10.00,
01N,10/17/2018,1750,11 N COLLEGE,30.00,
21,10/17/2018,1009,NORTH COLLEGE,10.00,
21,10/17/2018,1011,NORTH COLLEGE,10.00,
21,10/17/2018,1014,SOUTH COLLEGE,10.00,
21,10/17/2018,1016,SOUTH COLLEGE,10.00,
21,10/17/2018,1018,SOUTH COLLEGE,10.00,
21,10/17/2018,1019,SOUTH COLLEGE,10.00,
19,10/17/2018,1025,SOUTH COLLEGE,30.00,
07,10/17/2018,1027,PARKING GARAGE,30.00,
21,10/17/2018,1030,PARKING GARAGE,10.00,
21,10/17/2018,1037,PARKING GARAGE,10.00,
21,10/17/2018,1041,PARKING GARAGE,10.00,
21,10/17/2018,1043,PARKING GARAGE,10.00,
21,10/17/2018,1356,NORTH COLLEGE,10.00,
21,10/17/2018,1358,NORTH COLLEGE,10.00,
21,10/17/2018,1400,EAST WASHINGTON ST,10.00,
21,10/17/2018,1403,SOUTH COLLEGE,10.00,
21,10/17/2018,1420,SOUTH COLLEGE,10.00,
21,10/17/2018,1422,SOUTH COLLEGE,10.00,
21,10/17/2018,1427,PARKING GARAGE,10.00,
21,10/17/2018,1430,PARKING GARAGE,10.00,
21,10/17/2018,1435,PARKING GARAGE,10.00,
21,10/17/2018,1436,PARKING GARAGE,10.00,
21,10/17/2018,1439,PARKING GARAGE,10.00,
21,10/17/2018,1441,PARKING GARAGE,10.00,
21,10/17/2018,1444,PARKING GARAGE,10.00,
21,10/17/2018,1445,PARKING GARAGE,10.00,
21,10/17/2018,1447,PARKING GARAGE,10.00,
21,10/17/2018,1451,PARKING GARAGE,10.00,
21,10/17/2018,1455,PARKING GARAGE,10.00,
21,10/17/2018,1457,PARKING GARAGE,10.00,
21,10/17/2018,1501,PARKING GARAGE,10.00,
21,10/17/2018,1504,PARKING GARAGE,10.00,
21,10/17/2018,1508,PARKING GARAGE,10.00,
21,10/17/2018,1510,PARKING GARAGE,10.00,
21,10/17/2018,1512,PARKING GARAGE,10.00,
21,10/17/2018,1513,PARKING GARAGE,10.00,
21,10/17/2018,1516,PARKING GARAGE,10.00,
21,10/17/2018,1519,PARKING GARAGE,10.00,
01Q,10/18/2018,0845,GROVENOR,30.00,
01N,10/18/2018,0504,S CONGRESS,30.00,
01N,10/18/2018,0506,S CONGRESS,30.00,
01N,10/18/2018,0508,S CONGRESS,30.00,
01N,10/18/2018,0510,S COURT,30.00,
01N,10/18/2018,0511,S COURT,30.00,
01N,10/18/2018,0513,N COURT,30.00,
01N,10/18/2018,0519,S COURT,30.00,
01N,10/18/2018,0521,S COURT,30.00,
01N,10/18/2018,0515,COURT,0.00,
01N,10/18/2018,0535,S CONGRESS,30.00,
01N,10/18/2018,0535,S CONGRESS,30.00,
01N,10/18/2018,0441,UNION,30.00,
01N,10/18/2018,0443,UNION,30.00,
01N,10/18/2018,0445,COURT,30.00,
01N,10/18/2018,0446,COURT,30.00,
,10/18/2018,0901,COLLEGE ST,0.00,
21,10/18/2018,0902,COLLEGE ST,10.00,
21,10/18/2018,0906,SOUTH COLLEGE,10.00,
21,10/18/2018,0907,SOUTH COLLEGE,10.00,
21,10/18/2018,0908,SOUTH COLLEGE,10.00,
21,10/18/2018,0912,SOUTH COLLEGE,10.00,
21,10/18/2018,0914,SOUTH COLLEGE,10.00,
21,10/18/2018,0916,SOUTH COLLEGE,10.00,
19,10/18/2018,0919,SOUTH COLLEGE,30.00,
21,10/18/2018,0921,EAST WASHINGTON ST,10.00,
21,10/18/2018,0926,NORTH COURT,10.00,
21,10/18/2018,0934,SOUTH CONGRESS,0.00,
21,10/18/2018,0935,SOUTH CONGRESS,10.00,
21,10/18/2018,0937,SOUTH CONGRESS,10.00,
21,10/18/2018,0940,WEST WASHINGTON ST,10.00,
21,10/18/2018,0942,WEST WASHINGTON ST,10.00,
21,10/18/2018,0944,WEST WASHINGTON ST,10.00,
21,10/18/2018,0949,NORTH CONGRESS,10.00,
21,10/18/2018,0953,WEST STATE ST,0.00,
21,10/18/2018,1000,SOUTH COURT,10.00,
21,10/18/2018,1047,NORTH COURT,10.00,
21,10/18/2018,1110,PARKING GARAGE,10.00,
21,10/18/2018,1112,PARKING GARAGE,10.00,
21,10/18/2018,1115,PARKING GARAGE,10.00,
21,10/18/2018,1117,PARKING GARAGE,10.00,
21,10/18/2018,1124,PARKING GARAGE,10.00,
21,10/18/2018,1126,PARKING GARAGE,10.00,
21,10/18/2018,1129,PARKING GARAGE,10.00,
21,10/18/2018,1134,PARKING GARAGE,10.00,
21,10/18/2018,1139,PARKING GARAGE,10.00,
21,10/18/2018,1140,PARKING GARAGE,10.00,
21,10/18/2018,1141,PARKING GARAGE,10.00,
21,10/18/2018,1143,PARKING GARAGE,10.00,
21,10/18/2018,1144,PARKING GARAGE,10.00,
21,10/18/2018,1146,PARKING GARAGE,10.00,
01Q,10/19/2018,0144,E STATE,30.00,
01N,10/19/2018,0412,N COURT,30.00,
01N,10/19/2018,0416,N COURT,30.00,
01N,10/19/2018,0418,N COURT,30.00,
01N,10/19/2018,0420,N COURT,30.00,
01N,10/19/2018,1421,N COURT,30.00,
01N,10/19/2018,0427,W STATE,30.00,
01N,10/19/2018,0535,S CONGRESS,30.00,
01N,10/19/2018,0535,S CONGRESS,30.00,
01Q,10/19/2018,0620,WASHINGTON/LANCASTER,30.00,
07,10/20/2018,0456,S CONGRESS ST,30.00,
07,10/20/2018,0458,S CONGRESS ST,30.00,
07,10/20/2018,0459,S CONGRESS ST,30.00,
07,10/20/2018,0500,S CONGRESS ST,30.00,
07,10/20/2018,0447,S COURT ST,30.00,
07,10/20/2018,0449,S COURT ST,30.00,
07,10/20/2018,0452,S CONGRESS ST,30.00,
07,10/20/2018,0453,S CONGRESS ST,30.00,
07,10/20/2018,0455,S CONGRESS ST,30.00,
07,10/20/2018,0410,S COURT ST,30.00,
07,10/20/2018,0430,UNION,30.00,
07,10/20/2018,0430,UNION,30.00,
07,10/20/2018,0445,N COURT ST,30.00,
07,10/20/2018,0445,N COURT ST,30.00,
07,10/20/2018,0448,N COURT ST,30.00,
07,10/20/2018,0448,N COURT ST,30.00,
07,10/20/2018,0450,N COURT ST,30.00,
07,10/20/2018,0452,N COURT ST,30.00,
07,10/20/2018,0454,N COURT ST,30.00,
07,10/20/2018,0457,W STATE ST,30.00,
07,10/20/2018,0500,W STATE ST,30.00,
07,10/20/2018,0500,STATE,30.00,
07,10/20/2018,0500,W STATE ST,30.00,
07,10/21/2018,0512,N COURT ST,30.00,
07,10/21/2018,0515,N COURT ST,30.00,
07,10/21/2018,0517,N COURT ST,30.00,
07,10/21/2018,0518,N COURT ST,30.00,
07,10/21/2018,0520,N COURT ST,30.00,
07,10/21/2018,0522,N COURT ST,30.00,
07,10/21/2018,0524,N COURT ST,30.00,
07,10/21/2018,0531,W STATE ST,30.00,
07,10/21/2018,0533,W STATE ST,0.00,
07,10/21/2018,0533,W STATE ST,30.00,
07,10/21/2018,0535,W STATE ST,30.00,
07,10/21/2018,0523,S CONGRESS ST,30.00,
07,10/21/2018,0524,S CONGRESS ST,30.00,
07,10/21/2018,0525,S CONGRESS ST,30.00,
07,10/21/2018,0526,S CONGRESS ST,30.00,
07,10/21/2018,0526,CONGRESS,30.00,
07,10/21/2018,0526,CONGRESS,30.00,
07,10/21/2018,0526,CONGRESS,30.00,
07,10/21/2018,0526,CONGRESS,30.00,
07,10/21/2018,0530,UNION,30.00,
07,10/21/2018,0530,UNION,30.00,
07,10/21/2018,0530,UNION,30.00,
07,10/21/2018,0536,COURT,30.00,
07,10/21/2018,0535,COURT,30.00,
01Q,10/22/2018,1306,MOUND ST @ ARK ST,30.00,
21,10/23/2018,0907,NORTH COLLEGE,10.00,
21,10/23/2018,0912,PARKING GARAGE,10.00,
21,10/23/2018,0915,SOUTH COLLEGE,10.00,
21,10/23/2018,0919,SOUTH COLLEGE,10.00,
21,10/23/2018,0922,SOUTH COLLEGE,10.00,
21,10/23/2018,0925,EAST UNION,10.00,
21,10/23/2018,0930,UNIVERSITY TERRACE,10.00,
21,10/23/2018,0937,SOUTH COURT,10.00,
21,10/23/2018,0943,SOUTH CONGRESS,10.00,
21,10/23/2018,0947,SOUTH COURT,10.00,
21,10/23/2018,0952,W UNION ST,10.00,
21,10/23/2018,0957,SOUTH COURT,10.00,
21,10/23/2018,1032,NORTH COURT,10.00,
21,10/23/2018,1034,WEST WASHINGTON ST,10.00,
21,10/23/2018,1037,SOUTH CONGRESS,10.00,
21,10/23/2018,1039,SOUTH CONGRESS,10.00,
21,10/23/2018,1041,SOUTH CONGRESS,10.00,
21,10/23/2018,1046,NORTH CONGRESS,10.00,
21,10/23/2018,1048,NORTH CONGRESS,10.00,
21,10/23/2018,1052,NORTH COURT,10.00,
21,10/23/2018,1054,NORTH COURT,10.00,
21,10/23/2018,1056,NORTH COURT,10.00,
21,10/23/2018,1103,NORTH COURT,10.00,
21,10/23/2018,1113,EAST STATE ST,10.00,
21,10/23/2018,1114,EAST STATE ST,10.00,
21,10/23/2018,1357,NORTH COLLEGE,10.00,
21,10/23/2018,1400,NORTH COLLEGE,10.00,
21,10/23/2018,1405,PARKING GARAGE,10.00,
21,10/23/2018,1407,PARKING GARAGE,10.00,
21,10/23/2018,1408,PARKING GARAGE,10.00,
21,10/23/2018,1411,PARKING GARAGE,10.00,
21,10/23/2018,1415,PARKING GARAGE,10.00,
21,10/23/2018,1417,PARKING GARAGE,10.00,
21,10/23/2018,1419,PARKING GARAGE,10.00,
21,10/23/2018,1421,PARKING GARAGE,10.00,
21,10/23/2018,1424,PARKING GARAGE,10.00,
21,10/23/2018,1426,PARKING GARAGE,10.00,
21,10/23/2018,1428,PARKING GARAGE,10.00,
21,10/23/2018,1435,PARKING GARAGE,10.00,
21,10/23/2018,1440,PARKING GARAGE,10.00,
21,10/23/2018,1444,PARKING GARAGE,10.00,
21,10/23/2018,1446,PARKING GARAGE,10.00,
21,10/23/2018,1448,PARKING GARAGE,10.00,
21,10/23/2018,1450,PARKING GARAGE,10.00,
21,10/23/2018,1452,PARKING GARAGE,10.00,
21,10/23/2018,1455,PARKING GARAGE,10.00,
21,10/23/2018,1500,PARKING GARAGE,10.00,
21,10/23/2018,1503,PARKING GARAGE,10.00,
21,10/23/2018,1504,PARKING GARAGE,10.00,
21,10/23/2018,1506,PARKING GARAGE,10.00,
21,10/23/2018,1510,PARKING GARAGE,10.00,
21,10/23/2018,1512,PARKING GARAGE,10.00,
21,10/23/2018,1514,PARKING GARAGE,10.00,
21,10/23/2018,1516,PARKING GARAGE,10.00,
01N,10/24/2018,1943,APD,30.00,
21,10/24/2018,0907,NORTH COLLEGE,10.00,
21,10/24/2018,0909,NORTH COLLEGE,10.00,
21,10/24/2018,0910,NORTH COLLEGE,10.00,
21,10/24/2018,0913,SOUTH COLLEGE,10.00,
21,10/24/2018,0915,SOUTH COLLEGE,10.00,
21,10/24/2018,0918,SOUTH COLLEGE,10.00,
21,10/24/2018,0923,SOUTH COLLEGE,10.00,
21,10/24/2018,0930,SOUTH COURT,10.00,
21,10/24/2018,0935,PRESIDENT ST,10.00,
21,10/24/2018,0936,SOUTH CONGRESS,10.00,
21,10/24/2018,0940,W UNION ST,10.00,
21,10/24/2018,0941,W UNION ST,10.00,
21,10/24/2018,0946,SOUTH COURT,10.00,
21,10/24/2018,0949,COURT ST,10.00,
21,10/24/2018,1032,WEST WASHINGTON ST,10.00,
21,10/24/2018,1036,SOUTH CONGRESS,10.00,
21,10/24/2018,1038,SOUTH CONGRESS,10.00,
21,10/24/2018,1043,NORTH CONGRESS,10.00,
21,10/24/2018,1046,WEST STATE ST,10.00,
21,10/24/2018,1053,NORTH COURT,10.00,
21,10/24/2018,1056,NORTH COURT,10.00,
21,10/24/2018,1058,NORTH COURT,10.00,
21,10/24/2018,1101,EAST STATE ST,10.00,
21,10/24/2018,1103,EAST STATE ST,10.00,
21,10/24/2018,1105,EAST STATE ST,10.00,
21,10/24/2018,1107,MILL ST,10.00,
21,10/24/2018,1108,MILL ST,10.00,
21,10/24/2018,1110,MILL ST,10.00,
21,10/24/2018,1327,PARKING GARAGE,10.00,
21,10/24/2018,1330,PARKING GARAGE,10.00,
21,10/24/2018,1332,PARKING GARAGE,10.00,
21,10/24/2018,1335,PARKING GARAGE,10.00,
21,10/24/2018,1336,PARKING GARAGE,10.00,
21,10/24/2018,1342,PARKING GARAGE,10.00,
21,10/24/2018,1347,PARKING GARAGE,10.00,
21,10/24/2018,1349,PARKING GARAGE,10.00,
21,10/24/2018,1351,PARKING GARAGE,10.00,
21,10/24/2018,1354,PARKING GARAGE,10.00,
21,10/24/2018,1358,PARKING GARAGE,10.00,
21,10/24/2018,1402,PARKING GARAGE,10.00,
21,10/24/2018,1403,PARKING GARAGE,10.00,
21,10/24/2018,1406,PARKING GARAGE,10.00,
21,10/24/2018,1408,PARKING GARAGE,10.00,
21,10/24/2018,1410,PARKING GARAGE,10.00,
21,10/24/2018,1412,PARKING GARAGE,10.00,
21,10/24/2018,1416,PARKING GARAGE,10.00,
21,10/24/2018,1418,PARKING GARAGE,10.00,
21,10/24/2018,1422,PARKING GARAGE,10.00,
21,10/24/2018,1426,PARKING GARAGE,10.00,
21,10/24/2018,1428,PARKING GARAGE,10.00,
21,10/24/2018,1435,PARKING GARAGE,10.00,
21,10/24/2018,1440,PARKING GARAGE,10.00,
21,10/24/2018,1444,PARKING GARAGE,10.00,
21,10/24/2018,1450,PARKING GARAGE,10.00,
21,10/24/2018,1452,PARKING GARAGE,10.00,
21,10/24/2018,1454,PARKING GARAGE,10.00,
21,10/25/2018,0909,SOUTH COURT,10.00,
21,10/25/2018,0911,SOUTH COURT,10.00,
21,10/25/2018,0928,UNIVERSITY TERRACE,10.00,
21,10/25/2018,0931,UNIVERSITY TERRACE,10.00,
01Q,10/25/2018,0936,COURT ST,30.00,
21,10/25/2018,0937,SOUTH COURT,10.00,
21,10/25/2018,0939,SOUTH COURT,10.00,
21,10/25/2018,0954,SOUTH CONGRESS,10.00,
21,10/25/2018,0956,SOUTH CONGRESS,10.00,
21,10/25/2018,1002,SOUTH COURT,10.00,
21,10/25/2018,1004,SOUTH COURT,10.00,
21,10/25/2018,1005,SOUTH COURT,10.00,
21,10/25/2018,1006,SOUTH COURT,10.00,
21,10/25/2018,1009,SOUTH COURT,10.00,
21,10/25/2018,1136,SOUTH COURT,10.00,
21,10/25/2018,1138,SOUTH COURT,10.00,
19,10/25/2018,1140,SOUTH COURT,30.00,
21,10/25/2018,1143,EAST UNION,10.00,
21,10/25/2018,1146,EAST UNION,10.00,
21,10/25/2018,1149,UNIVERSITY TERRACE,10.00,
21,10/25/2018,1150,UNIVERSITY TERRACE,10.00,
21,10/25/2018,1152,UNIVERSITY TERRACE,10.00,
21,10/25/2018,1154,UNIVERSITY TERRACE,10.00,
21,10/25/2018,1156,UNIVERSITY TERRACE,10.00,
21,10/25/2018,1157,UNIVERSITY TERRACE,10.00,
21,10/25/2018,1204,MULBERRY,10.00,
21,10/25/2018,1205,MULBERRY,10.00,
21,10/25/2018,1221,SOUTH COURT,10.00,
21,10/25/2018,1223,SOUTH COURT,10.00,
19,10/25/2018,1226,SOUTH COURT,0.00,
21,10/25/2018,1434,SOUTH COURT,10.00,
21,10/25/2018,1436,SOUTH COURT,10.00,
21,10/25/2018,1438,EAST UNION,10.00,
21,10/25/2018,1441,EAST UNION,10.00,
21,10/25/2018,1443,EAST UNION,10.00,
21,10/25/2018,1444,EAST UNION,10.00,
21,10/25/2018,1446,EAST UNION,10.00,
21,10/25/2018,1450,SOUTH COURT,10.00,
21,10/25/2018,1454,W UNION ST,10.00,
21,10/25/2018,1456,W UNION ST,10.00,
21,10/25/2018,1457,W UNION ST,10.00,
21,10/25/2018,1459,W UNION ST,10.00,
21,10/25/2018,1501,W UNION ST,10.00,
21,10/25/2018,1502,W UNION ST,10.00,
21,10/25/2018,1507,W UNION ST,10.00,
01N,10/26/2018,1214,S COURT,30.00,
01N,10/26/2018,0447,S COURT,30.00,
01N,10/26/2018,0449,S COURT,30.00,
01N,10/26/2018,0450,N COURT,30.00,
01N,10/26/2018,0450,N COURT,30.00,
01N,10/26/2018,0455,N COURT,30.00,
01N,10/26/2018,0458,N COURT,30.00,
01N,10/27/2018,1206,85 N COURT,30.00,
01B,10/27/2018,1230,226 W WASHINGTON,0.00,
01N,10/28/2018,1220,34 MORRIS,30.00,
06B,10/29/2018,2019,MILL ST,30.00,
01N,10/29/2018,1853,APD,0.00,
01N,10/30/2018,0520,N COURT,30.00,
21,10/30/2018,0852,NORTH COLLEGE,10.00,
07,10/30/2018,0857,SOUTH COLLEGE,30.00,
21,10/30/2018,0911,SOUTH COLLEGE,10.00,
21,10/30/2018,0912,SOUTH COLLEGE,10.00,
21,10/30/2018,0914,SOUTH COLLEGE,10.00,
21,10/30/2018,0919,SOUTH COLLEGE,10.00,
21,10/30/2018,0922,SOUTH COLLEGE,10.00,
21,10/30/2018,0925,EAST UNION,10.00,
21,10/30/2018,0927,EAST UNION,10.00,
21,10/30/2018,0940,PRESIDENT ST,10.00,
21,10/30/2018,0942,SOUTH CONGRESS,10.00,
21,10/30/2018,0945,SOUTH COURT,10.00,
21,10/30/2018,0947,SOUTH COURT,10.00,
21,10/30/2018,0950,W UNION ST,10.00,
21,10/30/2018,0953,W UNION ST,10.00,
21,10/30/2018,0955,W UNION ST,10.00,
21,10/30/2018,0958,SOUTH COURT,10.00,
21,10/30/2018,1000,SOUTH COURT,10.00,
21,10/30/2018,1052,NORTH COURT,10.00,
21,10/30/2018,1055,WEST WASHINGTON ST,10.00,
21,10/30/2018,1059,SOUTH CONGRESS,10.00,
21,10/30/2018,1103,NORTH CONGRESS,10.00,
21,10/30/2018,1106,NORTH CONGRESS,10.00,
21,10/30/2018,1108,WEST STATE ST,10.00,
21,10/30/2018,1111,WEST STATE ST,10.00,
21,10/30/2018,1348,PARKING GARAGE,10.00,
21,10/30/2018,1352,PARKING GARAGE,10.00,
21,10/30/2018,1356,PARKING GARAGE,10.00,
21,10/30/2018,1400,PARKING GARAGE,10.00,
21,10/30/2018,1403,PARKING GARAGE,10.00,
21,10/30/2018,1410,PARKING GARAGE,10.00,
21,10/30/2018,1411,PARKING GARAGE,10.00,
21,10/30/2018,1416,PARKING GARAGE,10.00,
21,10/30/2018,1429,PARKING GARAGE,10.00,
21,10/30/2018,1431,PARKING GARAGE,10.00,
21,10/30/2018,1435,PARKING GARAGE,10.00,
21,10/30/2018,1436,PARKING GARAGE,10.00,
21,10/30/2018,1441,PARKING GARAGE,10.00,
21,10/30/2018,1442,PARKING GARAGE,10.00,
21,10/31/2018,0906,SOUTH COLLEGE,10.00,
21,10/31/2018,0908,SOUTH COLLEGE,10.00,
21,10/31/2018,0909,SOUTH COLLEGE,10.00,
21,10/31/2018,0911,SOUTH COLLEGE,10.00,
21,10/31/2018,0914,SOUTH COLLEGE,10.00,
21,10/31/2018,0916,EAST WASHINGTON ST,10.00,
21,10/31/2018,0918,EAST WASHINGTON ST,10.00,
21,10/31/2018,0926,SOUTH CONGRESS,10.00,
21,10/31/2018,0933,WEST WASHINGTON ST,10.00,
21,10/31/2018,0938,NORTH CONGRESS,10.00,
01Q,10/31/2018,0939,NORTH CONGRESS,0.00,
21,10/31/2018,0943,NORTH CONGRESS,10.00,
21,10/31/2018,0952,NORTH CONGRESS,10.00,
07,10/31/2018,0956,WEST STATE ST,30.00,
21,10/31/2018,1001,CARPENTER ST,10.00,
21,10/31/2018,1005,NORTH COURT,10.00,
21,10/31/2018,1109,PARKING GARAGE,10.00,
21,10/31/2018,1113,PARKING GARAGE,10.00,
21,10/31/2018,1115,PARKING GARAGE,10.00,
21,10/31/2018,1124,PARKING GARAGE,10.00,
21,10/31/2018,1128,PARKING GARAGE,10.00,
21,10/31/2018,1129,PARKING GARAGE,10.00,
21,10/31/2018,1131,PARKING GARAGE,10.00,
21,10/31/2018,1133,PARKING GARAGE,10.00,
21,10/31/2018,1136,PARKING GARAGE,10.00,
21,10/31/2018,1141,PARKING GARAGE,10.00,
21,10/31/2018,1142,PARKING GARAGE,10.00,
21,10/31/2018,1147,PARKING GARAGE,10.00,
21,10/31/2018,1148,PARKING GARAGE,10.00,
01Q,11/1/2018,0532,KURTZ ST,30.00,
21,11/1/2018,1022,SOUTH COLLEGE,10.00,
21,11/1/2018,1023,SOUTH COLLEGE,0.00,
21,11/1/2018,1025,SOUTH COLLEGE,10.00,
21,11/1/2018,1029,SOUTH COLLEGE,10.00,
21,11/1/2018,1031,SOUTH COLLEGE,10.00,
21,11/1/2018,1035,SOUTH COURT,10.00,
21,11/1/2018,1036,SOUTH COURT,10.00,
21,11/1/2018,1037,SOUTH COURT,10.00,
21,11/1/2018,1038,SOUTH COURT,10.00,
21,11/1/2018,1043,SOUTH COURT,10.00,
21,11/1/2018,1045,NORTH COURT,10.00,
21,11/2/2018,0912,NORTH COLLEGE,10.00,
21,11/2/2018,0932,SOUTH COLLEGE,10.00,
07,11/2/2018,0937,EAST WASHINGTON ST,0.00,
21,11/2/2018,0939,NORTH COURT,10.00,
21,11/2/2018,0941,NORTH COURT,10.00,
21,11/2/2018,0945,WEST WASHINGTON ST,10.00,
21,11/2/2018,0949,SOUTH CONGRESS,10.00,
21,11/2/2018,0952,NORTH CONGRESS,10.00,
21,11/2/2018,0955,NORTH CONGRESS,10.00,
21,11/2/2018,0956,NORTH CONGRESS,10.00,
